Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-5653656,Vesicle-mediated transport,,-2.2,1.6,2.8,27994,673,889,34,3.8,0.64,338|1523|1601|1759|1778|1861|2590|2885|3482|3831|6643|6709|6711|8542|9342|9570|9648|9919|10109|10466|10717|11311|23163|23208|23216|24137|25839|51594|55330|55605|55763|81846|85021|137492,APOB|CUX1|DAB2|DNM1|DYNC1H1|TOR1A|GALNT2|GRB2|IGF2R|KLC1|SNX2|SPTAN1|SPTBN1|APOL1|SNAP29|GOSR2|GCC2|SEC16A|ARPC2|COG5|AP4B1|VPS45|GGA3|SYT11|TBC1D1|KIF4A|COG4|NBAS|BLOC1S4|KIF21A|EXOC1|SBF2|REPS1|VPS37A,-0.76,100 uM
GO Biological Processes,19,GO:0036444,calcium import into the mitochondrion,19_GO:0051179 localization,-2.2,7.9,4.3,27994,12,889,3,0.34,0.19,10939|63933|221154,AFG3L2|MCUR1|MICU2,-0.76,100 uM
Reactome Gene Sets,6,R-HSA-211979,Eicosanoids,,-2.2,7.9,4.3,27994,12,889,3,0.34,0.19,1579|6916|284541,CYP4A11|TBXAS1|CYP4A22,-0.76,100 uM
GO Biological Processes,19,GO:0022411,cellular component disassembly,19_GO:0071840 cellular component organization or biogenesis,-2.2,1.6,2.8,27994,574,889,30,3.4,0.61,317|960|1659|1939|3831|3915|3936|5578|5579|6709|6711|8289|9342|9617|10075|11034|23107|27443|51024|51081|51506|55037|55486|56270|57154|57701|65991|91574|92399|256471,APAF1|CD44|DHX8|EIF2D|KLC1|LAMC1|LCP1|PRKCA|PRKCB|SPTAN1|SPTBN1|ARID1A|SNAP29|MTRF1|HUWE1|DSTN|MRPS27|CECR2|FIS1|MRPS7|UFC1|PTCD3|PARL|WDR45B|SMURF1|NCKAP5L|FUNDC2|C12orf65|MRRF|MFSD8,-0.76,100 uM
GO Biological Processes,19,GO:0010942,positive regulation of cell death,19_GO:0048518 positive regulation of biological process,-2.2,1.6,2.8,27994,749,889,37,4.2,0.67,317|323|1285|1493|1869|3248|3482|3717|3725|3939|5062|5291|5329|5519|7057|7072|7481|8648|8794|9590|10537|10541|10628|11124|23098|23593|27063|29843|51024|51065|51657|56947|79845|90441|90529|112399|406981,APAF1|APBB2|COL4A3|CTLA4|E2F1|HPGD|IGF2R|JAK2|JUN|LDHA|PAK2|PIK3CB|PLAUR|PPP2R1B|THBS1|TIA1|WNT11|NCOA1|TNFRSF10C|AKAP12|UBD|ANP32B|TXNIP|FAF1|SARM1|HEBP2|ANKRD1|SENP1|FIS1|RPS27L|STYXL1|MFF|RNF122|ZNF622|STPG1|EGLN3|MIR19B2,-0.76,100 uM
Reactome Gene Sets,6,R-HSA-68875,Mitotic Prophase,,-2.2,2.4,3.1,27994,142,889,11,1.2,0.37,3012|5519|5578|5579|8342|8548|9972|10762|26003|55844|387893,H2AC8|PPP2R1B|PRKCA|PRKCB|H2BC14|BLZF1|NUP153|NUP50|GORASP2|PPP2R2D|KMT5A,-0.76,100 uM
GO Biological Processes,19,GO:0007224,smoothened signaling pathway,19_GO:0023052 signaling,-2.2,2.4,3.1,27994,142,889,11,1.2,0.37,2719|4821|5080|5567|6095|8945|51057|55717|56912|57545|64927,GPC3|NKX2-2|PAX6|PRKACB|RORA|BTRC|WDPCP|WDR11|IFT46|CC2D2A|TTC23,-0.76,100 uM
GO Biological Processes,19,GO:0048284,organelle fusion,19_GO:0071840 cellular component organization or biogenesis,-2.2,2.4,3.1,27994,142,889,11,1.2,0.37,8411|8676|9342|9570|10075|10939|23208|51024|54809|55823|56947,EEA1|STX11|SNAP29|GOSR2|HUWE1|AFG3L2|SYT11|FIS1|SAMD9|VPS11|MFF,-0.76,100 uM
Reactome Gene Sets,6,R-HSA-72312,rRNA processing,,-2.2,2.2,3,27994,204,889,14,1.6,0.42,5822|8602|10200|22803|22984|25926|51065|51077|51106|51121|54881|55127|56902|81875,PWP2|NOP14|MPHOSPH6|XRN2|PDCD11|NOL11|RPS27L|FCF1|TFB1M|RPL26L1|TEX10|HEATR1|PNO1|ISG20L2,-0.76,100 uM
GO Biological Processes,19,GO:0051168,nuclear export,19_GO:0051179 localization,-2.2,2.2,3,27994,204,889,14,1.6,0.42,6430|6830|9775|9972|10250|10541|10762|23212|26097|29072|54888|55341|57154|91746,SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|ANP32B|NUP50|RRS1|CHTOP|SETD2|NSUN2|LSG1|SMURF1|YTHDC1,-0.76,100 uM
GO Biological Processes,19,GO:0033044,regulation of chromosome organization,19_GO:0071840 cellular component organization or biogenesis,-2.2,1.8,2.9,27994,360,889,21,2.4,0.51,1789|3184|3981|4342|4683|6830|7422|9252|10576|11143|22880|22948|25842|25913|26097|55729|55904|64324|64682|80349|113130,DNMT3B|HNRNPD|LIG4|MOS|NBN|SUPT6H|VEGFA|RPS6KA5|CCT2|KAT7|MORC2|CCT5|ASF1A|POT1|CHTOP|ATF7IP|KMT2E|NSD1|ANAPC1|WDR61|CDCA5,-0.76,100 uM
KEGG Pathway,24,hsa04750,inflammatory mediator regulation of trp channels,,-2.2,2.7,3.2,27994,104,889,9,1,0.34,1579|1659|3710|5291|5567|5578|5579|162514|284541,CYP4A11|DHX8|ITPR3|PIK3CB|PRKACB|PRKCA|PRKCB|TRPV3|CYP4A22,-0.76,100 uM
GO Biological Processes,19,GO:0072527,pyrimidine-containing compound metabolic process,19_GO:0008152 metabolic process,-2.2,2.7,3.2,27994,104,889,9,1,0.34,1503|1854|6996|7084|7372|10201|51251|80704|132001,CTPS1|DUT|TDG|TK2|UMPS|NME6|NT5C3A|SLC19A3|TAMM41,-0.76,100 uM
KEGG Pathway,24,hsa04024,cAMP signaling pathway,,-2.2,2.1,3,27994,226,889,15,1.7,0.43,51|482|493|1259|3725|5058|5142|5144|5291|5567|5578|10537|22800|56670|84699,ACOX1|ATP1B2|ATP2B4|CNGA1|JUN|PAK1|PDE4B|PDE4D|PIK3CB|PRKACB|PRKCA|UBD|RRAS2|SUCNR1|CREB3L3,-0.75,100 uM
GO Biological Processes,19,GO:0045732,positive regulation of protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.2,2.1,3,27994,226,889,15,1.7,0.43,1601|2719|5700|6653|9870|10075|11059|11124|23163|55743|55823|57154|64321|79888|116224,DAB2|GPC3|PSMC1|SORL1|AREL1|HUWE1|WWP1|FAF1|GGA3|CHFR|VPS11|SMURF1|SOX17|LPCAT1|FAM122A,-0.75,100 uM
KEGG Pathway,24,ko04960,Aldosterone-regulated sodium reabsorption,,-2.2,4.3,3.6,27994,37,889,5,0.56,0.25,482|5291|5578|5579|6446,ATP1B2|PIK3CB|PRKCA|PRKCB|SGK1,-0.75,100 uM
Reactome Gene Sets,6,R-HSA-75105,Fatty acyl-CoA biosynthesis,,-2.2,4.3,3.6,27994,37,889,5,0.56,0.25,31|22880|51703|197322|253017,ACACA|MORC2|ACSL5|ACSF3|TECRL,-0.75,100 uM
KEGG Pathway,24,ko04012,ErbB signaling pathway,,-2.2,2.9,3.2,27994,86,889,8,0.9,0.32,2885|3725|5058|5062|5291|5578|5579|6777,GRB2|JUN|PAK1|PAK2|PIK3CB|PRKCA|PRKCB|STAT5B,-0.75,100 uM
Reactome Gene Sets,6,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-2.2,2.2,3,27994,184,889,13,1.5,0.4,5822|8602|10200|22803|22984|25926|51065|51077|51121|54881|55127|56902|81875,PWP2|NOP14|MPHOSPH6|XRN2|PDCD11|NOL11|RPS27L|FCF1|RPL26L1|TEX10|HEATR1|PNO1|ISG20L2,-0.75,100 uM
Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-2.2,1.7,2.8,27994,480,889,26,2.9,0.57,317|634|960|1729|1778|1992|2040|3482|5284|5329|5708|5787|6709|6793|8621|8876|9342|9761|10075|10576|11001|23197|23352|23593|79888|84766,APAF1|CEACAM1|CD44|DIAPH1|DYNC1H1|SERPINB1|STOM|IGF2R|PIGR|PLAUR|PSMD2|PTPRB|SPTAN1|STK10|CDK13|VNN1|SNAP29|MLEC|HUWE1|CCT2|SLC27A2|FAF2|UBR4|HEBP2|LPCAT1|CRACR2A,-0.74,100 uM
Reactome Gene Sets,6,R-HSA-388841,Costimulation by the CD28 family,,-2.2,3.2,3.3,27994,69,889,7,0.79,0.3,940|1493|2885|3113|5058|5062|5519,CD28|CTLA4|GRB2|HLA-DPA1|PAK1|PAK2|PPP2R1B,-0.74,100 uM
GO Biological Processes,19,GO:0006720,isoprenoid metabolic process,19_GO:0008152 metabolic process,-2.2,2.4,3.1,27994,144,889,11,1.2,0.37,337|338|1558|1559|1571|2719|3158|6010|79644|339761|729920,APOA4|APOB|CYP2C8|CYP2C9|CYP2E1|GPC3|HMGCS2|RHO|SRD5A3|CYP27C1|CRPPA,-0.74,100 uM
GO Biological Processes,19,GO:0034109,homotypic cell-cell adhesion,19_GO:0022610 biological adhesion,-2.2,2.9,3.2,27994,87,889,8,0.9,0.32,634|2335|3716|5291|5329|5578|5592|55330,CEACAM1|FN1|JAK1|PIK3CB|PLAUR|PRKCA|PRKG1|BLOC1S4,-0.73,100 uM
GO Biological Processes,19,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",19_GO:0008152 metabolic process,-2.2,2.9,3.2,27994,87,889,8,0.9,0.32,8602|10248|23212|26523|27161|51077|54059|85463,NOP14|POP7|RRS1|AGO1|AGO2|FCF1|YBEY|ZC3H12C,-0.73,100 uM
GO Biological Processes,19,GO:1900118,negative regulation of execution phase of apoptosis,19_GO:0048519 negative regulation of biological process,-2.2,5.2,3.8,27994,24,889,4,0.45,0.22,5062|100288485|100463489|100463500,PAK2|MTRNR2L7|MTRNR2L11|MTRNR2L13,-0.73,100 uM
GO Biological Processes,19,GO:0042738,exogenous drug catabolic process,19_GO:0050896 response to stimulus,-2.2,5.2,3.8,27994,24,889,4,0.45,0.22,1555|1558|1559|1571,CYP2B6|CYP2C8|CYP2C9|CYP2E1,-0.73,100 uM
GO Biological Processes,19,GO:0006297,"nucleotide-excision repair, DNA gap filling",19_GO:0050896 response to stimulus,-2.2,5.2,3.8,27994,24,889,4,0.45,0.22,3981|5423|5982|51426,LIG4|POLB|RFC2|POLK,-0.73,100 uM
KEGG Pathway,24,hsa04964,Proximal tubule bicarbonate reclamation,,-2.2,5.2,3.8,27994,24,889,4,0.45,0.22,482|4190|5105|27165,ATP1B2|MDH1|PCK1|GLS2,-0.73,100 uM
GO Biological Processes,19,GO:0070841,inclusion body assembly,19_GO:0071840 cellular component organization or biogenesis,-2.2,5.2,3.8,27994,24,889,4,0.45,0.22,5705|6653|9529|10537,PSMC5|SORL1|BAG5|UBD,-0.73,100 uM
GO Biological Processes,19,GO:0043392,negative regulation of DNA binding,19_GO:0065007 biological regulation,-2.2,3.6,3.4,27994,53,889,6,0.67,0.27,1869|3397|3398|3717|3725|6612,E2F1|ID1|ID2|JAK2|JUN|SUMO3,-0.73,100 uM
Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-2.2,1.8,2.8,27994,364,889,21,2.4,0.51,317|1108|1869|2963|3725|4683|5305|5519|5934|5982|6009|6446|8621|8794|9099|26523|27161|27165|51755|64121|387893,APAF1|CHD4|E2F1|GTF2F2|JUN|NBN|PIP4K2A|PPP2R1B|RBL2|RFC2|RHEB|SGK1|CDK13|TNFRSF10C|USP2|AGO1|AGO2|GLS2|CDK12|RRAGC|KMT5A,-0.73,100 uM
GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-2.2,1.7,2.8,27994,507,889,27,3,0.58,31|123|337|634|1244|1374|1579|2168|5244|6566|7057|8648|9121|9390|10559|11001|11136|11182|26207|26503|27165|28234|51703|81579|84255|387775|391013,ACACA|PLIN2|APOA4|CEACAM1|ABCC2|CPT1A|CYP4A11|FABP1|ABCB4|SLC16A1|THBS1|NCOA1|SLC16A5|SLC22A13|SLC35A1|SLC27A2|SLC7A9|SLC2A6|PITPNC1|SLC17A5|GLS2|SLCO1B3|ACSL5|PLA2G12A|SLC37A3|SLC22A10|PLA2G2C,-0.73,100 uM
GO Biological Processes,19,GO:0043488,regulation of mRNA stability,19_GO:0048519 negative regulation of biological process,-2.2,2.2,3,27994,186,889,13,1.5,0.4,1869|2521|3184|4670|5578|5700|5705|5708|7431|23367|55603|166863|169966,E2F1|FUS|HNRNPD|HNRNPM|PRKCA|PSMC1|PSMC5|PSMD2|VIM|LARP1|TENT5A|RBM46|TENT5D,-0.73,100 uM
GO Biological Processes,19,GO:0006892,post-Golgi vesicle-mediated transport,19_GO:0051179 localization,-2.2,2.7,3.1,27994,106,889,9,1,0.34,6653|6711|8548|8943|9570|9648|9919|23163|55763,SORL1|SPTBN1|BLZF1|AP3D1|GOSR2|GCC2|SEC16A|GGA3|EXOC1,-0.73,100 uM
GO Biological Processes,19,GO:1905269,positive regulation of chromatin organization,19_GO:0048518 positive regulation of biological process,-2.2,2.7,3.1,27994,106,889,9,1,0.34,1789|7422|9252|11143|22880|26097|55729|55904|80349,DNMT3B|VEGFA|RPS6KA5|KAT7|MORC2|CHTOP|ATF7IP|KMT2E|WDR61,-0.73,100 uM
Canonical Pathways,11,M13,PID ERBB4 PATHWAY,,-2.2,4.1,3.5,27994,38,889,5,0.56,0.25,2885|3717|5291|6777|11059,GRB2|JAK2|PIK3CB|STAT5B|WWP1,-0.72,100 uM
GO Biological Processes,19,GO:0007223,"Wnt signaling pathway, calcium modulating pathway",19_GO:0023052 signaling,-2.2,4.1,3.5,27994,38,889,5,0.56,0.25,2780|5532|7481|26523|27161,GNAT2|PPP3CB|WNT11|AGO1|AGO2,-0.72,100 uM
KEGG Pathway,24,hsa05223,Non-small cell lung cancer,,-2.2,3.1,3.3,27994,70,889,7,0.79,0.3,1869|2885|5291|5578|5579|6777|51426,E2F1|GRB2|PIK3CB|PRKCA|PRKCB|STAT5B|POLK,-0.72,100 uM
GO Biological Processes,19,GO:0007015,actin filament organization,19_GO:0071840 cellular component organization or biogenesis,-2.2,1.7,2.8,27994,436,889,24,2.7,0.54,1729|2195|2885|3397|3717|3936|4542|4771|5058|5062|6709|6711|7481|9897|10109|11034|22899|23189|57180|64005|81873|85462|93663|283431,DIAPH1|FAT1|GRB2|ID1|JAK2|LCP1|MYO1F|NF2|PAK1|PAK2|SPTAN1|SPTBN1|WNT11|WASHC5|ARPC2|DSTN|ARHGEF15|KANK1|ACTR3B|MYO1G|ARPC5L|FHDC1|ARHGAP18|GAS2L3,-0.72,100 uM
GO Biological Processes,19,GO:1903312,negative regulation of mRNA metabolic process,19_GO:0048519 negative regulation of biological process,-2.2,2.9,3.2,27994,88,889,8,0.9,0.32,1869|2521|3184|23367|51594|55603|166863|169966,E2F1|FUS|HNRNPD|LARP1|NBAS|TENT5A|RBM46|TENT5D,-0.72,100 uM
GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-2.2,1.6,2.7,27994,708,889,35,3.9,0.65,634|960|1861|2165|2335|3046|3484|3710|3717|3725|3936|5028|5058|5080|5291|5329|5567|5577|5578|5579|5592|7057|7422|8324|10461|10894|11234|11311|23098|23189|23208|51317|55330|83481|389125,CEACAM1|CD44|TOR1A|F13B|FN1|HBE1|IGFBP1|ITPR3|JAK2|JUN|LCP1|P2RY1|PAK1|PAX6|PIK3CB|PLAUR|PRKACB|PRKAR2B|PRKCA|PRKCB|PRKG1|THBS1|VEGFA|FZD7|MERTK|LYVE1|HPS5|VPS45|SARM1|KANK1|SYT11|PHF21A|BLOC1S4|EPPK1|MUSTN1,-0.72,100 uM
Reactome Gene Sets,6,R-HSA-5688426,Deubiquitination,,-2.2,1.9,2.9,27994,297,889,18,2,0.47,329|3012|5423|5700|5705|5708|7187|7321|8342|9099|9577|9929|23358|27430|55252|63967|93973|123228,BIRC2|H2AC8|POLB|PSMC1|PSMC5|PSMD2|TRAF3|UBE2D1|H2BC14|USP2|BABAM2|JOSD1|USP24|MAT2B|ASXL2|CLSPN|ACTR8|SENP8,-0.71,100 uM
KEGG Pathway,24,hsa04922,Glucagon signaling pathway,,-2.1,2.6,3.1,27994,107,889,9,1,0.34,31|1374|3710|3939|5105|5532|5567|5578|84699,ACACA|CPT1A|ITPR3|LDHA|PCK1|PPP3CB|PRKACB|PRKCA|CREB3L3,-0.71,100 uM
GO Biological Processes,19,GO:0034612,response to tumor necrosis factor,19_GO:0050896 response to stimulus,-2.1,1.9,2.8,27994,320,889,19,2.1,0.49,329|338|1147|1244|3717|3899|5105|5700|5705|5708|6095|7057|7187|9590|10401|10537|27063|58191|407032,BIRC2|APOB|CHUK|ABCC2|JAK2|AFF3|PCK1|PSMC1|PSMC5|PSMD2|RORA|THBS1|TRAF3|AKAP12|PIAS3|UBD|ANKRD1|CXCL16|MIR30C2,-0.71,100 uM
GO Biological Processes,19,GO:0072528,pyrimidine-containing compound biosynthetic process,19_GO:0008152 metabolic process,-2.1,3.5,3.3,27994,54,889,6,0.67,0.27,1503|1854|7084|7372|10201|132001,CTPS1|DUT|TK2|UMPS|NME6|TAMM41,-0.71,100 uM
GO Biological Processes,19,GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter,19_GO:0048518 positive regulation of biological process,-2.1,7.3,4.1,27994,13,889,3,0.34,0.19,6830|8621|51755,SUPT6H|CDK13|CDK12,-0.71,100 uM
GO Biological Processes,19,GO:0071872,cellular response to epinephrine stimulus,19_GO:0050896 response to stimulus,-2.1,7.3,4.1,27994,13,889,3,0.34,0.19,493|5142|5144,ATP2B4|PDE4B|PDE4D,-0.71,100 uM
GO Biological Processes,19,GO:0071350,cellular response to interleukin-15,19_GO:0050896 response to stimulus,-2.1,7.3,4.1,27994,13,889,3,0.34,0.19,2885|3716|6777,GRB2|JAK1|STAT5B,-0.71,100 uM
Reactome Gene Sets,6,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,,-2.1,7.3,4.1,27994,13,889,3,0.34,0.19,3710|4775|5532,ITPR3|NFATC3|PPP3CB,-0.71,100 uM
GO Biological Processes,19,GO:0045472,response to ether,19_GO:0050896 response to stimulus,-2.1,7.3,4.1,27994,13,889,3,0.34,0.19,3184|5244|23367,HNRNPD|ABCB4|LARP1,-0.71,100 uM
GO Biological Processes,19,GO:0035723,interleukin-15-mediated signaling pathway,19_GO:0023052 signaling,-2.1,7.3,4.1,27994,13,889,3,0.34,0.19,2885|3716|6777,GRB2|JAK1|STAT5B,-0.71,100 uM
GO Biological Processes,19,GO:0007005,mitochondrion organization,19_GO:0071840 cellular component organization or biogenesis,-2.1,1.6,2.7,27994,560,889,29,3.3,0.6,1759|1869|2395|3725|4700|5329|6832|10075|10476|10939|23593|26515|26517|28978|51024|51106|55486|55823|56270|56947|57154|64756|65991|79133|80025|84334|90529|196294|100652748,DNM1|E2F1|FXN|JUN|NDUFA6|PLAUR|SUPV3L1|HUWE1|ATP5PD|AFG3L2|HEBP2|TIMM10B|TIMM13|TMEM14A|FIS1|TFB1M|PARL|VPS11|WDR45B|MFF|SMURF1|ATPAF1|FUNDC2|NDUFAF5|PANK2|COA8|STPG1|IMMP1L|TIMM23B,-0.71,100 uM
GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-2.1,1.8,2.8,27994,344,889,20,2.2,0.5,634|2165|2335|3046|3710|3717|5028|5291|5329|5567|5577|5578|5579|5592|7057|10461|11234|11311|51317|55330,CEACAM1|F13B|FN1|HBE1|ITPR3|JAK2|P2RY1|PIK3CB|PLAUR|PRKACB|PRKAR2B|PRKCA|PRKCB|PRKG1|THBS1|MERTK|HPS5|VPS45|PHF21A|BLOC1S4,-0.71,100 uM
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-2.1,1.8,2.8,27994,368,889,21,2.4,0.51,1601|1869|2035|3397|3398|3717|3725|5028|5080|5329|6612|6653|6996|9044|9775|23228|51341|56341|64324|64641|113130,DAB2|E2F1|EPB41|ID1|ID2|JAK2|JUN|P2RY1|PAX6|PLAUR|SUMO3|SORL1|TDG|BTAF1|EIF4A3|PLCL2|ZBTB7A|PRMT8|NSD1|EBF2|CDCA5,-0.71,100 uM
GO Biological Processes,19,GO:0071229,cellular response to acid chemical,19_GO:0050896 response to stimulus,-2.1,2.1,2.9,27994,210,889,14,1.6,0.42,31|338|1374|1869|3184|5076|5105|5244|7422|7481|8324|22850|57795|64121,ACACA|APOB|CPT1A|E2F1|HNRNPD|PAX2|PCK1|ABCB4|VEGFA|WNT11|FZD7|ADNP2|BRINP2|RRAGC,-0.71,100 uM
Reactome Gene Sets,6,R-HSA-9006335,Signaling by Erythropoietin,,-2.1,5,3.7,27994,25,889,4,0.45,0.22,2885|3717|5291|6777,GRB2|JAK2|PIK3CB|STAT5B,-0.71,100 uM
GO Biological Processes,19,GO:0070199,establishment of protein localization to chromosome,19_GO:0051179 localization,-2.1,5,3.7,27994,25,889,4,0.45,0.22,10576|22948|25913|55506,CCT2|CCT5|POT1|MACROH2A2,-0.71,100 uM
GO Biological Processes,19,GO:0006851,mitochondrial calcium ion transmembrane transport,19_GO:0051179 localization,-2.1,5,3.7,27994,25,889,4,0.45,0.22,10939|55486|63933|221154,AFG3L2|PARL|MCUR1|MICU2,-0.71,100 uM
GO Biological Processes,19,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",19_GO:0071840 cellular component organization or biogenesis,-2.1,5,3.7,27994,25,889,4,0.45,0.22,8602|9875|23212|51077,NOP14|URB1|RRS1|FCF1,-0.71,100 uM
KEGG Pathway,24,ko00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,,-2.1,5,3.7,27994,25,889,4,0.45,0.22,9487|9488|128869|284098,PIGL|PIGB|PIGU|PIGW,-0.71,100 uM
GO Biological Processes,19,GO:1903421,regulation of synaptic vesicle recycling,19_GO:0051179 localization,-2.1,5,3.7,27994,25,889,4,0.45,0.22,1759|1861|5532|23208,DNM1|TOR1A|PPP3CB|SYT11,-0.71,100 uM
Reactome Gene Sets,6,R-HSA-8854691,Interleukin-20 family signaling,,-2.1,5,3.7,27994,25,889,4,0.45,0.22,3716|3717|6777|50616,JAK1|JAK2|STAT5B|IL22,-0.71,100 uM
Reactome Gene Sets,6,R-HSA-211981,Xenobiotics,,-2.1,5,3.7,27994,25,889,4,0.45,0.22,1555|1558|1559|1571,CYP2B6|CYP2C8|CYP2C9|CYP2E1,-0.71,100 uM
Reactome Gene Sets,6,R-HSA-937041,IKK complex recruitment mediated by RIP1,,-2.1,5,3.7,27994,25,889,4,0.45,0.22,329|1147|7321|23098,BIRC2|CHUK|UBE2D1|SARM1,-0.71,100 uM
GO Biological Processes,19,GO:0001825,blastocyst formation,19_GO:0032502 developmental process,-2.1,4,3.4,27994,39,889,5,0.56,0.25,4071|6830|63978|64321|166863,TM4SF1|SUPT6H|PRDM14|SOX17|RBM46,-0.71,100 uM
GO Biological Processes,19,GO:0045022,early endosome to late endosome transport,19_GO:0051179 localization,-2.1,4,3.4,27994,39,889,5,0.56,0.25,1601|8411|25930|55823|64089,DAB2|EEA1|PTPN23|VPS11|SNX16,-0.71,100 uM
KEGG Pathway,24,hsa04960,Aldosterone-regulated sodium reabsorption,,-2.1,4,3.4,27994,39,889,5,0.56,0.25,482|5291|5578|5579|6446,ATP1B2|PIK3CB|PRKCA|PRKCB|SGK1,-0.71,100 uM
GO Biological Processes,19,GO:0032508,DNA duplex unwinding,19_GO:0071840 cellular component organization or biogenesis,-2.1,2.6,3.1,27994,108,889,9,1,0.34,1108|2963|4683|5982|6832|23132|25913|54821|56916,CHD4|GTF2F2|NBN|RFC2|SUPV3L1|RAD54L2|POT1|ERCC6L|SMARCAD1,-0.71,100 uM
Reactome Gene Sets,6,R-HSA-8957275,Post-translational protein phosphorylation,,-2.1,2.6,3.1,27994,108,889,9,1,0.34,338|720|721|2335|2719|3484|3912|3915|8542,APOB|C4A|C4B|FN1|GPC3|IGFBP1|LAMB1|LAMC1|APOL1,-0.71,100 uM
Reactome Gene Sets,6,R-HSA-194138,Signaling by VEGF,,-2.1,2.6,3.1,27994,108,889,9,1,0.34,3710|5058|5062|5291|5567|5578|5579|7422|8828,ITPR3|PAK1|PAK2|PIK3CB|PRKACB|PRKCA|PRKCB|VEGFA|NRP2,-0.71,100 uM
GO Biological Processes,19,GO:0006338,chromatin remodeling,19_GO:0071840 cellular component organization or biogenesis,-2.1,2.2,2.9,27994,189,889,13,1.5,0.4,1108|5058|6595|8289|11176|11177|22880|27443|51341|54069|55839|56916|93973,CHD4|PAK1|SMARCA2|ARID1A|BAZ2A|BAZ1A|MORC2|CECR2|ZBTB7A|MIS18A|CENPN|SMARCAD1|ACTR8,-0.71,100 uM
KEGG Pathway,24,ko04010,MAPK signaling pathway,,-2.1,2,2.8,27994,255,889,16,1.8,0.45,1147|2256|2317|2885|3725|4342|4775|5058|5062|5532|5567|5578|5579|5607|9252|22800,CHUK|FGF11|FLNB|GRB2|JUN|MOS|NFATC3|PAK1|PAK2|PPP3CB|PRKACB|PRKCA|PRKCB|MAP2K5|RPS6KA5|RRAS2,-0.7,100 uM
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-2.1,1.7,2.7,27994,441,889,24,2.7,0.54,634|864|940|960|1493|2885|3113|3716|3717|4771|5058|5062|5105|5329|5578|5592|5607|6777|7422|8876|8943|10370|25930|65125,CEACAM1|RUNX3|CD28|CD44|CTLA4|GRB2|HLA-DPA1|JAK1|JAK2|NF2|PAK1|PAK2|PCK1|PLAUR|PRKCA|PRKG1|MAP2K5|STAT5B|VEGFA|VNN1|AP3D1|CITED2|PTPN23|WNK1,-0.7,100 uM
GO Biological Processes,19,GO:0043044,ATP-dependent chromatin remodeling,19_GO:0071840 cellular component organization or biogenesis,-2.1,2.8,3.1,27994,90,889,8,0.9,0.32,1108|6595|8289|27443|54069|55839|56916|93973,CHD4|SMARCA2|ARID1A|CECR2|MIS18A|CENPN|SMARCAD1|ACTR8,-0.7,100 uM
GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-2.1,1.6,2.7,27994,638,889,32,3.6,0.62,317|323|864|1869|3248|3398|4342|4683|5567|5700|5705|5708|5934|6009|7057|9577|10201|10614|10669|27339|51065|54888|55743|55904|57795|63967|64121|80254|146691|168451|406981|407032,APAF1|APBB2|RUNX3|E2F1|HPGD|ID2|MOS|NBN|PRKACB|PSMC1|PSMC5|PSMD2|RBL2|RHEB|THBS1|BABAM2|NME6|HEXIM1|CGREF1|PRPF19|RPS27L|NSUN2|CHFR|KMT2E|BRINP2|CLSPN|RRAGC|CEP63|TOM1L2|THAP5|MIR19B2|MIR30C2,-0.7,100 uM
GO Biological Processes,19,GO:0038095,Fc-epsilon receptor signaling pathway,19_GO:0002376 immune system process,-2.1,2.2,2.9,27994,169,889,12,1.3,0.39,1147|2885|3725|4775|5058|5062|5291|5532|5700|5705|5708|8945,CHUK|GRB2|JUN|NFATC3|PAK1|PAK2|PIK3CB|PPP3CB|PSMC1|PSMC5|PSMD2|BTRC,-0.7,100 uM
